Entity,Code,Year,Population,Continent
DMC-13D,NA,202211,0,DMC-13D
DMC-14C,NA,202211,0,DMC-14C
DMC-14D,NA,202211,0,DMC-14D
DSPPOC-12,NA,202211,0,DSPPOC-12
LSDSPC-19,NA,202211,0,LSDSPC-19
ERRPOC-16,NA,202211,0,ERRPOC-16
ERRPOC-18,NA,202211,0,ERRPOC-18
ERRPOC-20,NA,202211,0,ERRPOC-20
LSINSERTION-19,NA,202211,0,LSINSERTION-19
PKL-13,NA,202211,0,PKL-13
SECURE-6,NA,202211,0,SECURE-6
DMC-9Q,NA,202211,0,DMC-9Q
DMC-13B,NA,202211,0,DMC-13B
LSINSERTION-6,NA,202211,0,LSINSERTION-6
LSREAD-8,NA,202211,0,LSREAD-8
APP-1F,NA,202211,0,APP-1F
ERRPOC-17,NA,202211,0,ERRPOC-17
PKL-20,NA,202211,0,PKL-20
QUAL-17,NA,202211,0,QUAL-17
READPOC-8,NA,202211,0,READPOC-8
BARPOC-1,NA,202211,0,BARPOC-1
BARPOC-3,NA,202211,0,BARPOC-3
DSPPOC-3,NA,202211,0,DSPPOC-3
SECURE-2,NA,202211,0,SECURE-2
DMPOC-7,NA,202211,0,DMPOC-7
LSDSPC-21,NA,202211,0,LSDSPC-21
ERRPOC-24,NA,202211,0,ERRPOC-24
LSINSERTION-13,NA,202211,0,LSINSERTION-13
LSPKL-23,NA,202211,0,LSPKL-23
LSSET-3,NA,202211,0,LSSET-3
LSINSERTION-18,NA,202211,0,LSINSERTION-18
LSQUAL-20,NA,202211,0,LSQUAL-20
DSPPOC-6,NA,202211,0,DSPPOC-6
ERRPOC-31,NA,202211,0,ERRPOC-31
ERRPOC-47,NA,202211,0,ERRPOC-47
READPOC-6,NA,202211,0,READPOC-6
BARPOC-6,NA,202211,0,BARPOC-6
LSPKL-1,NA,202211,0,LSPKL-1
DMPOC-8,NA,202211,0,DMPOC-8
SECURE-4,NA,202211,0,SECURE-4
BARPOC-2,NA,202211,0,BARPOC-2
DSPPOC-4,NA,202211,0,DSPPOC-4
DSPPOC-8,NA,202211,0,DSPPOC-8
DSPPOC-11,NA,202211,0,DSPPOC-11
DSPPOC-21,NA,202211,0,DSPPOC-21
LSDSPC-9,NA,202211,0,LSDSPC-9
DSPLGHT-7,NA,202211,0,DSPLGHT-7
ERRPOC-15,NA,202211,0,ERRPOC-15
ERRPOC-22,NA,202211,0,ERRPOC-22
ERRPOC-32,NA,202211,0,ERRPOC-32
ERRPOC-37,NA,202211,0,ERRPOC-37
ERRPOC-39,NA,202211,0,ERRPOC-39
ERRPOC-43,NA,202211,0,ERRPOC-43
ERRPOC-48,NA,202211,0,ERRPOC-48
LSINSERTION-20,NA,202211,0,LSINSERTION-20
LSINSERTION-21,NA,202211,0,LSINSERTION-21
LSPKL-12,NA,202211,0,LSPKL-12
LSPKL-22,NA,202211,0,LSPKL-22
LSPKL-24,NA,202211,0,LSPKL-24
LSQUAL-21,NA,202211,0,LSQUAL-21
READ-11,NA,202211,0,READ-11
SET-7,NA,202211,0,SET-7
SET-9,NA,202211,0,SET-9
SET-10,NA,202211,0,SET-10
SET-17,NA,202211,0,SET-17
LSINSERTION-4,NA,202211,0,LSINSERTION-4
DMPOC-5,NA,202211,0,DMPOC-5
DSPPOC-10,NA,202211,0,DSPPOC-10
DSPPOC-17,NA,202211,0,DSPPOC-17
DSPPOC-18,NA,202211,0,DSPPOC-18
ERRPOC-30,NA,202211,0,ERRPOC-30
ERRPOC-33,NA,202211,0,ERRPOC-33
LSPKL-3,NA,202211,0,LSPKL-3
LSPKL-5,NA,202211,0,LSPKL-5
LSPKL-14,NA,202211,0,LSPKL-14
LSPKL-16,NA,202211,0,LSPKL-16
LSPKL-17,NA,202211,0,LSPKL-17
QUAL-22,NA,202211,0,QUAL-22
LSQUAL-39,NA,202211,0,LSQUAL-39
READ-12,NA,202211,0,READ-12
SET-16,NA,202211,0,SET-16
INSERTION-15A,NA,202303,0,INSERTION-15A
INSERTION-15B,NA,202303,0,INSERTION-15B
INSERTION-15C,NA,202303,0,INSERTION-15C
DMC-2,NA,202303,0,DMC-2
PKL-6,NA,202303,0,PKL-6
READ-7,NA,202303,0,READ-7
SECURE-5,NA,202303,0,SECURE-5
DMC-1A,NA,202303,0,DMC-1A
DMC-1B,NA,202303,0,DMC-1B
DMC-3A,NA,202303,0,DMC-3A
DMC-3B,NA,202303,0,DMC-3B
DMC-3C,NA,202303,0,DMC-3C
DMC-3F,NA,202303,0,DMC-3F
DMC-3G,NA,202303,0,DMC-3G
DMC-3H,NA,202303,0,DMC-3H
DMC-3I,NA,202303,0,DMC-3I
DMC-6B,NA,202303,0,DMC-6B
DMC-9B,NA,202303,0,DMC-9B
DMC-9C,NA,202303,0,DMC-9C
DMC-9F,NA,202303,0,DMC-9F
DMC-9I,NA,202303,0,DMC-9I
DMC-9J,NA,202303,0,DMC-9J
DMC-9P,NA,202303,0,DMC-9P
DMC-9R,NA,202303,0,DMC-9R
DMC-13C,NA,202303,0,DMC-13C
DMC-14A,NA,202303,0,DMC-14A
DMC-14B,NA,202303,0,DMC-14B
DMC-4,NA,202303,0,DMC-4
DMC-5,NA,202303,0,DMC-5
DMC-8,NA,202303,0,DMC-8
PKL-2,NA,202303,0,PKL-2
DMC-6A,NA,202303,0,DMC-6A
DMC-6C,NA,202303,0,DMC-6C
DMC-9A,NA,202303,0,DMC-9A
DMC-9D,NA,202303,0,DMC-9D
DMC-9E,NA,202303,0,DMC-9E
DMC-9K,NA,202303,0,DMC-9K
DMC-9L,NA,202303,0,DMC-9L
DMC-9M,NA,202303,0,DMC-9M
DMC-9N,NA,202303,0,DMC-9N
DMC-9O,NA,202303,0,DMC-9O
DMC-9S,NA,202303,0,DMC-9S
DMC-13D,NA,202303,0,DMC-13D
DMC-14C,NA,202303,0,DMC-14C
DMC-14D,NA,202303,0,DMC-14D
LSDSPC-19,NA,202303,0,LSDSPC-19
ERRPOC-16,NA,202303,0,ERRPOC-16
ERRPOC-18,NA,202303,0,ERRPOC-18
LSINSERTION-17,NA,202303,0,LSINSERTION-17
LSINSERTION-19,NA,202303,0,LSINSERTION-19
PKL-13,NA,202303,0,PKL-13
SET-19,NA,202303,0,SET-19
SECURE-3,NA,202303,0,SECURE-3
DMC-9Q,NA,202303,0,DMC-9Q
DMC-13B,NA,202303,0,DMC-13B
LSDSPC-20L,NA,202303,0,LSDSPC-20L
LSINSERTION-22,NA,202303,0,LSINSERTION-22
LSREAD-8,NA,202303,0,LSREAD-8
APP-1F,NA,202303,0,APP-1F
PKL-20,NA,202303,0,PKL-20
READPOC-8,NA,202303,0,READPOC-8
BARPOC-1,NA,202303,0,BARPOC-1
BARPOC-3,NA,202303,0,BARPOC-3
DSPPOC-3,NA,202303,0,DSPPOC-3
READ-5,NA,202303,0,READ-5
SECURE-2,NA,202303,0,SECURE-2
DMPOC-7,NA,202303,0,DMPOC-7
LSDSPC-21,NA,202303,0,LSDSPC-21
LSINSERTION-1,NA,202303,0,LSINSERTION-1
LSINSERTION-15,NA,202303,0,LSINSERTION-15
LSPKL-23,NA,202303,0,LSPKL-23
LSREAD-31,NA,202303,0,LSREAD-31
LSINSERTION-18,NA,202303,0,LSINSERTION-18
LSQUAL-20,NA,202303,0,LSQUAL-20
DSPPOC-6,NA,202303,0,DSPPOC-6
DSPPOC-7,NA,202303,0,DSPPOC-7
DSPPOC-15,NA,202303,0,DSPPOC-15
ERRPOC-31,NA,202303,0,ERRPOC-31
ERRPOC-36,NA,202303,0,ERRPOC-36
ERRPOC-47,NA,202303,0,ERRPOC-47
LSPKL-1,NA,202303,0,LSPKL-1
DMPOC-8,NA,202303,0,DMPOC-8
SECURE-4,NA,202303,0,SECURE-4
BARPOC-2,NA,202303,0,BARPOC-2
DSPPOC-4,NA,202303,0,DSPPOC-4
DSPPOC-8,NA,202303,0,DSPPOC-8
DSPPOC-21,NA,202303,0,DSPPOC-21
LSDSPC-9,NA,202303,0,LSDSPC-9
DSPLGHT-7,NA,202303,0,DSPLGHT-7
ERRPOC-15,NA,202303,0,ERRPOC-15
ERRPOC-22,NA,202303,0,ERRPOC-22
ERRPOC-27,NA,202303,0,ERRPOC-27
ERRPOC-32,NA,202303,0,ERRPOC-32
ERRPOC-37,NA,202303,0,ERRPOC-37
ERRPOC-39,NA,202303,0,ERRPOC-39
ERRPOC-41,NA,202303,0,ERRPOC-41
ERRPOC-43,NA,202303,0,ERRPOC-43
ERRPOC-48,NA,202303,0,ERRPOC-48
LSINSERTION-20,NA,202303,0,LSINSERTION-20
LSINSERTION-21,NA,202303,0,LSINSERTION-21
LSPKL-12,NA,202303,0,LSPKL-12
LSPKL-22,NA,202303,0,LSPKL-22
LSPKL-24,NA,202303,0,LSPKL-24
LSQUAL-21,NA,202303,0,LSQUAL-21
READ-11,NA,202303,0,READ-11
READPOC-1,NA,202303,0,READPOC-1
SET-7,NA,202303,0,SET-7
SET-9,NA,202303,0,SET-9
SET-10,NA,202303,0,SET-10
SET-17,NA,202303,0,SET-17
LSINSERTION-4,NA,202303,0,LSINSERTION-4
DMPOC-5,NA,202303,0,DMPOC-5
DSPPOC-10,NA,202303,0,DSPPOC-10
DSPPOC-18,NA,202303,0,DSPPOC-18
ERRPOC-30,NA,202303,0,ERRPOC-30
ERRPOC-33,NA,202303,0,ERRPOC-33
LSPKL-3,NA,202303,0,LSPKL-3
LSPKL-5,NA,202303,0,LSPKL-5
LSPKL-14,NA,202303,0,LSPKL-14
LSPKL-16,NA,202303,0,LSPKL-16
LSPKL-17,NA,202303,0,LSPKL-17
QUAL-22,NA,202303,0,QUAL-22
LSQUAL-39,NA,202303,0,LSQUAL-39
READ-12,NA,202303,0,READ-12
SET-16,NA,202303,0,SET-16
INSERTION-15A,NA,202212,0,INSERTION-15A
INSERTION-15B,NA,202212,0,INSERTION-15B
INSERTION-15C,NA,202212,0,INSERTION-15C
DMC-2,NA,202212,0,DMC-2
ERRC-8,NA,202212,0,ERRC-8
LANC-1,NA,202212,0,LANC-1
PKL-6,NA,202212,0,PKL-6
TDN-7,NA,202212,0,TDN-7
QUAL-42,NA,202212,0,QUAL-42
DMC-1A,NA,202212,0,DMC-1A
DMC-1B,NA,202212,0,DMC-1B
DMC-3A,NA,202212,0,DMC-3A
DMC-3B,NA,202212,0,DMC-3B
DMC-3C,NA,202212,0,DMC-3C
DMC-3F,NA,202212,0,DMC-3F
DMC-3G,NA,202212,0,DMC-3G
DMC-3H,NA,202212,0,DMC-3H
DMC-3I,NA,202212,0,DMC-3I
DMC-6B,NA,202212,0,DMC-6B
DMC-9B,NA,202212,0,DMC-9B
DMC-9C,NA,202212,0,DMC-9C
DMC-9F,NA,202212,0,DMC-9F
DMC-9I,NA,202212,0,DMC-9I
DMC-9P,NA,202212,0,DMC-9P
DMC-9R,NA,202212,0,DMC-9R
DMC-13C,NA,202212,0,DMC-13C
DMC-14A,NA,202212,0,DMC-14A
DMC-8,NA,202212,0,DMC-8
LANC-3,NA,202212,0,LANC-3
PKL-2,NA,202212,0,PKL-2
PKL-21,NA,202212,0,PKL-21
DMC-6A,NA,202212,0,DMC-6A
DMC-6C,NA,202212,0,DMC-6C
DMC-9A,NA,202212,0,DMC-9A
DMC-9D,NA,202212,0,DMC-9D
DMC-9E,NA,202212,0,DMC-9E
DMC-9K,NA,202212,0,DMC-9K
DMC-9L,NA,202212,0,DMC-9L
DMC-9M,NA,202212,0,DMC-9M
DMC-9N,NA,202212,0,DMC-9N
DMC-9O,NA,202212,0,DMC-9O
DMC-9S,NA,202212,0,DMC-9S
DMC-13D,NA,202212,0,DMC-13D
DMC-14C,NA,202212,0,DMC-14C
DMC-14D,NA,202212,0,DMC-14D
LSDSPC-19,NA,202212,0,LSDSPC-19
ERRPOC-16,NA,202212,0,ERRPOC-16
ERRPOC-18,NA,202212,0,ERRPOC-18
ERRPOC-21,NA,202212,0,ERRPOC-21
ERRPOC-35,NA,202212,0,ERRPOC-35
LSREAD-22,NA,202212,0,LSREAD-22
PKL-13,NA,202212,0,PKL-13
SET-19,NA,202212,0,SET-19
SECURE-6,NA,202212,0,SECURE-6
DMC-9Q,NA,202212,0,DMC-9Q
DMC-13B,NA,202212,0,DMC-13B
LSDSPC-20L,NA,202212,0,LSDSPC-20L
LSDSPC-22,NA,202212,0,LSDSPC-22
LSINSERTION-6,NA,202212,0,LSINSERTION-6
LSREAD-8,NA,202212,0,LSREAD-8
LSREAD-21,NA,202212,0,LSREAD-21
APP-1F,NA,202212,0,APP-1F
ERRPOC-17,NA,202212,0,ERRPOC-17
PKL-20,NA,202212,0,PKL-20
BARPOC-3,NA,202212,0,BARPOC-3
DSPPOC-3,NA,202212,0,DSPPOC-3
READ-5,NA,202212,0,READ-5
SECURE-2,NA,202212,0,SECURE-2
LSDSPC-21,NA,202212,0,LSDSPC-21
ERRPOC-24,NA,202212,0,ERRPOC-24
LSINSERTION-1,NA,202212,0,LSINSERTION-1
LSPKL-23,NA,202212,0,LSPKL-23
LSREAD-31,NA,202212,0,LSREAD-31
LSINSERTION-18,NA,202212,0,LSINSERTION-18
LSQUAL-20,NA,202212,0,LSQUAL-20
DSPPOC-6,NA,202212,0,DSPPOC-6
DSPPOC-7,NA,202212,0,DSPPOC-7
ERRPOC-36,NA,202212,0,ERRPOC-36
ERRPOC-47,NA,202212,0,ERRPOC-47
READPOC-6,NA,202212,0,READPOC-6
LSPKL-1,NA,202212,0,LSPKL-1
SECURE-4,NA,202212,0,SECURE-4
BARPOC-2,NA,202212,0,BARPOC-2
DSPPOC-4,NA,202212,0,DSPPOC-4
DSPPOC-8,NA,202212,0,DSPPOC-8
DSPPOC-21,NA,202212,0,DSPPOC-21
LSDSPC-9,NA,202212,0,LSDSPC-9
DSPLGHT-7,NA,202212,0,DSPLGHT-7
ERRPOC-15,NA,202212,0,ERRPOC-15
ERRPOC-22,NA,202212,0,ERRPOC-22
ERRPOC-27,NA,202212,0,ERRPOC-27
ERRPOC-32,NA,202212,0,ERRPOC-32
ERRPOC-37,NA,202212,0,ERRPOC-37
ERRPOC-39,NA,202212,0,ERRPOC-39
ERRPOC-41,NA,202212,0,ERRPOC-41
ERRPOC-43,NA,202212,0,ERRPOC-43
ERRPOC-48,NA,202212,0,ERRPOC-48
LSINSERTION-20,NA,202212,0,LSINSERTION-20
LSINSERTION-21,NA,202212,0,LSINSERTION-21
LSPKL-12,NA,202212,0,LSPKL-12
LSPKL-22,NA,202212,0,LSPKL-22
LSPKL-24,NA,202212,0,LSPKL-24
LSQUAL-21,NA,202212,0,LSQUAL-21
READ-11,NA,202212,0,READ-11
SET-7,NA,202212,0,SET-7
SET-9,NA,202212,0,SET-9
SET-10,NA,202212,0,SET-10
SET-17,NA,202212,0,SET-17
LSINSERTION-4,NA,202212,0,LSINSERTION-4
DMPOC-5,NA,202212,0,DMPOC-5
DSPPOC-10,NA,202212,0,DSPPOC-10
DSPPOC-17,NA,202212,0,DSPPOC-17
DSPPOC-18,NA,202212,0,DSPPOC-18
ERRPOC-30,NA,202212,0,ERRPOC-30
ERRPOC-33,NA,202212,0,ERRPOC-33
LSPKL-3,NA,202212,0,LSPKL-3
LSPKL-5,NA,202212,0,LSPKL-5
LSPKL-14,NA,202212,0,LSPKL-14
LSPKL-16,NA,202212,0,LSPKL-16
LSPKL-17,NA,202212,0,LSPKL-17
QUAL-22,NA,202212,0,QUAL-22
LSQUAL-39,NA,202212,0,LSQUAL-39
READ-12,NA,202212,0,READ-12
SET-16,NA,202212,0,SET-16
INSERTION-15A,NA,202301,0,INSERTION-15A
INSERTION-15B,NA,202301,0,INSERTION-15B
INSERTION-15C,NA,202301,0,INSERTION-15C
DMC-2,NA,202301,0,DMC-2
PKL-6,NA,202301,0,PKL-6
READ-7,NA,202301,0,READ-7
SECURE-5,NA,202301,0,SECURE-5
QUAL-42,NA,202301,0,QUAL-42
DMC-1A,NA,202301,0,DMC-1A
DMC-1B,NA,202301,0,DMC-1B
DMC-3A,NA,202301,0,DMC-3A
DMC-3B,NA,202301,0,DMC-3B
DMC-3C,NA,202301,0,DMC-3C
DMC-3F,NA,202301,0,DMC-3F
DMC-3G,NA,202301,0,DMC-3G
DMC-3H,NA,202301,0,DMC-3H
DMC-3I,NA,202301,0,DMC-3I
DMC-6B,NA,202301,0,DMC-6B
DMC-9B,NA,202301,0,DMC-9B
DMC-9C,NA,202301,0,DMC-9C
DMC-9F,NA,202301,0,DMC-9F
DMC-9I,NA,202301,0,DMC-9I
DMC-9J,NA,202301,0,DMC-9J
DMC-9P,NA,202301,0,DMC-9P
DMC-13C,NA,202301,0,DMC-13C
DMC-14A,NA,202301,0,DMC-14A
DMC-14B,NA,202301,0,DMC-14B
DMC-4,NA,202301,0,DMC-4
DMC-8,NA,202301,0,DMC-8
PKL-2,NA,202301,0,PKL-2
PKL-21,NA,202301,0,PKL-21
DMC-6A,NA,202301,0,DMC-6A
DMC-6C,NA,202301,0,DMC-6C
DMC-9A,NA,202301,0,DMC-9A
DMC-9D,NA,202301,0,DMC-9D
DMC-9E,NA,202301,0,DMC-9E
DMC-9K,NA,202301,0,DMC-9K
DMC-9L,NA,202301,0,DMC-9L
DMC-9M,NA,202301,0,DMC-9M
DMC-9N,NA,202301,0,DMC-9N
DMC-9O,NA,202301,0,DMC-9O
DMC-9S,NA,202301,0,DMC-9S
DMC-13D,NA,202301,0,DMC-13D
DMC-14C,NA,202301,0,DMC-14C
DMC-14D,NA,202301,0,DMC-14D
DSPPOC-12,NA,202301,0,DSPPOC-12
LSDSPC-19,NA,202301,0,LSDSPC-19
ERRPOC-16,NA,202301,0,ERRPOC-16
ERRPOC-21,NA,202301,0,ERRPOC-21
LSINSERTION-17,NA,202301,0,LSINSERTION-17
LSINSERTION-19,NA,202301,0,LSINSERTION-19
LSREAD-22,NA,202301,0,LSREAD-22
PKL-13,NA,202301,0,PKL-13
SECURE-3,NA,202301,0,SECURE-3
SECURE-6,NA,202301,0,SECURE-6
DMC-9Q,NA,202301,0,DMC-9Q
DMC-13B,NA,202301,0,DMC-13B
LSDSPC-20L,NA,202301,0,LSDSPC-20L
LSDSPC-22,NA,202301,0,LSDSPC-22
LSINSERTION-22,NA,202301,0,LSINSERTION-22
LSREAD-8,NA,202301,0,LSREAD-8
APP-1F,NA,202301,0,APP-1F
DSPPOC-14,NA,202301,0,DSPPOC-14
PKL-20,NA,202301,0,PKL-20
BARPOC-1,NA,202301,0,BARPOC-1
BARPOC-3,NA,202301,0,BARPOC-3
DSPPOC-3,NA,202301,0,DSPPOC-3
DSPLGHT-6,NA,202301,0,DSPLGHT-6
READ-5,NA,202301,0,READ-5
SECURE-2,NA,202301,0,SECURE-2
ERRPOC-24,NA,202301,0,ERRPOC-24
LSINSERTION-1,NA,202301,0,LSINSERTION-1
LSINSERTION-13,NA,202301,0,LSINSERTION-13
LSINSERTION-15,NA,202301,0,LSINSERTION-15
LSPKL-23,NA,202301,0,LSPKL-23
LSSET-3,NA,202301,0,LSSET-3
LSINSERTION-18,NA,202301,0,LSINSERTION-18
LSQUAL-20,NA,202301,0,LSQUAL-20
DSPPOC-7,NA,202301,0,DSPPOC-7
DSPPOC-15,NA,202301,0,DSPPOC-15
ERRPOC-31,NA,202301,0,ERRPOC-31
LSPKL-1,NA,202301,0,LSPKL-1
DMPOC-8,NA,202301,0,DMPOC-8
SECURE-4,NA,202301,0,SECURE-4
BARPOC-2,NA,202301,0,BARPOC-2
DSPPOC-4,NA,202301,0,DSPPOC-4
DSPPOC-8,NA,202301,0,DSPPOC-8
DSPPOC-11,NA,202301,0,DSPPOC-11
DSPPOC-21,NA,202301,0,DSPPOC-21
LSDSPC-9,NA,202301,0,LSDSPC-9
DSPLGHT-7,NA,202301,0,DSPLGHT-7
ERRPOC-15,NA,202301,0,ERRPOC-15
ERRPOC-22,NA,202301,0,ERRPOC-22
ERRPOC-26,NA,202301,0,ERRPOC-26
ERRPOC-32,NA,202301,0,ERRPOC-32
ERRPOC-43,NA,202301,0,ERRPOC-43
